Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
27/5/2009;14:11:00;1.576;0.104;228.030;6.800;0.000;0.000;16.000
27/2/2008;00:52:00;1.366;0.086;240.760;5.600;0.000;2.000;17.000
8/8/2008;03:42:00;0.080;0.000;239.410;0.200;0.000;0.000;1.000
23/1/2009;02:37:00;0.348;0.070;248.050;1.400;0.000;0.000;0.000
9/9/2009;23:18:00;0.170;0.000;246.120;0.800;0.000;0.000;1.000
7/7/2007;08:19:00;1.426;0.192;239.940;6.000;0.000;1.000;18.000
8/3/2007;16:36:00;0.346;0.114;242.880;1.400;0.000;0.000;0.000
11/12/2009;23:01:00;1.844;0.108;246.490;7.400;0.000;2.000;20.000
13/1/2008;18:17:00;3.496;0.096;233.750;15.000;1.000;0.000;17.000
31/1/2010;07:49:00;0.266;0.000;244.260;1.000;0.000;0.000;1.000
25/6/2010;07:40:00;1.602;0.190;240.100;6.600;0.000;1.000;18.000
20/3/2010;00:58:00;1.306;0.000;240.030;5.400;0.000;0.000;18.000
7/2/2009;09:36:00;1.280;0.060;240.590;5.200;0.000;0.000;17.000
23/7/2009;17:05:00;0.384;0.068;243.400;1.600;0.000;1.000;1.000
3/11/2007;06:53:00;0.206;0.000;242.760;0.800;0.000;0.000;0.000
6/6/2010;09:37:00;2.222;0.204;241.690;10.000;15.000;0.000;18.000
27/7/2007;07:48:00;1.780;0.082;234.230;7.600;0.000;0.000;17.000
29/1/2007;00:12:00;0.230;0.000;245.340;1.000;0.000;0.000;0.000
15/9/2009;16:04:00;0.306;0.126;234.780;1.400;0.000;1.000;0.000
18/8/2009;14:37:00;2.636;0.214;238.540;11.000;37.000;0.000;1.000
23/5/2007;14:04:00;2.448;0.000;231.050;10.600;0.000;34.000;0.000
27/9/2010;03:48:00;?;?;?;?;?;?;
9/6/2009;03:51:00;0.310;0.116;242.480;1.400;0.000;0.000;0.000
17/1/2010;09:32:00;0.428;0.138;243.510;1.800;0.000;0.000;0.000
11/11/2008;05:47:00;0.260;0.060;242.080;1.200;0.000;0.000;0.000
17/11/2007;10:48:00;1.680;0.140;237.930;7.000;0.000;0.000;18.000
15/4/2009;20:57:00;2.616;0.078;240.180;10.800;2.000;0.000;18.000
3/9/2010;02:00:00;0.372;0.198;237.860;1.800;0.000;1.000;1.000
1/7/2010;23:55:00;0.676;0.000;242.960;2.800;0.000;0.000;1.000
7/6/2007;06:32:00;0.258;0.072;236.540;1.000;0.000;2.000;0.000
15/4/2010;10:00:00;1.282;0.048;238.940;5.200;0.000;0.000;18.000
25/5/2009;13:02:00;2.350;0.000;233.130;10.600;29.000;0.000;1.000
2/11/2009;23:10:00;0.750;0.000;243.190;3.000;0.000;0.000;1.000
26/5/2008;19:03:00;0.344;0.000;242.230;1.600;0.000;0.000;0.000
30/7/2009;08:20:00;0.326;0.104;241.350;1.400;0.000;1.000;1.000
21/8/2007;22:16:00;1.008;0.144;241.640;4.200;0.000;0.000;0.000
13/6/2009;22:10:00;?;?;?;?;?;?;
26/3/2010;09:43:00;1.422;0.108;241.400;5.800;0.000;0.000;19.000
12/12/2008;16:20:00;0.918;0.292;244.380;3.800;0.000;1.000;0.000
22/2/2007;19:34:00;6.160;0.080;232.710;26.400;0.000;36.000;16.000
26/5/2008;19:19:00;0.446;0.150;242.460;2.200;0.000;0.000;1.000
3/6/2008;12:28:00;0.476;0.062;233.860;2.400;0.000;0.000;1.000
1/10/2009;20:53:00;1.906;0.000;238.060;8.000;0.000;0.000;18.000
14/6/2007;06:25:00;0.104;0.000;242.540;0.400;0.000;0.000;0.000
15/11/2009;14:59:00;0.398;0.230;244.560;1.800;0.000;1.000;1.000
19/8/2008;13:35:00;0.766;0.138;241.500;3.200;0.000;0.000;12.000
27/11/2007;04:59:00;0.412;0.220;244.430;1.800;0.000;1.000;0.000
20/2/2009;08:07:00;0.592;0.074;241.300;2.400;0.000;0.000;0.000
15/11/2009;17:22:00;2.742;0.394;232.300;11.800;0.000;1.000;17.000
12/1/2008;14:14:00;0.392;0.000;243.270;1.800;0.000;0.000;0.000
5/6/2007;00:06:00;2.004;0.186;238.670;8.400;0.000;1.000;0.000
12/8/2009;08:59:00;0.250;0.142;242.330;1.200;0.000;2.000;0.000
24/3/2008;15:30:00;2.790;0.082;243.700;12.000;0.000;24.000;18.000
27/7/2007;18:13:00;0.780;0.128;237.130;3.400;0.000;0.000;0.000
30/5/2007;13:21:00;0.216;0.000;234.370;1.000;0.000;0.000;0.000
21/5/2008;01:16:00;0.154;0.000;240.420;0.600;0.000;0.000;1.000
8/7/2010;10:43:00;0.580;0.308;238.960;2.600;0.000;1.000;1.000
16/6/2007;17:45:00;1.104;0.382;240.970;4.800;2.000;1.000;0.000
26/9/2007;18:38:00;0.662;0.050;239.130;2.800;0.000;0.000;0.000
23/8/2008;11:13:00;0.080;0.000;240.690;0.200;0.000;0.000;0.000
20/3/2008;07:54:00;2.790;0.066;236.990;11.600;0.000;1.000;17.000
8/8/2010;14:49:00;0.158;0.000;242.170;0.600;0.000;0.000;0.000
22/12/2008;19:00:00;1.384;0.060;236.960;5.800;0.000;0.000;0.000
27/1/2008;09:05:00;0.746;0.104;243.190;3.000;0.000;0.000;0.000
7/10/2008;05:13:00;0.602;0.232;242.630;2.800;0.000;1.000;0.000
13/2/2007;23:58:00;0.218;0.000;243.670;1.000;0.000;0.000;0.000
5/3/2010;07:58:00;0.480;0.202;241.940;2.200;0.000;0.000;1.000
21/11/2009;03:08:00;0.230;0.000;245.340;0.800;0.000;0.000;1.000
9/2/2009;10:40:00;1.418;0.068;242.320;5.800;0.000;0.000;18.000
30/3/2009;19:46:00;0.584;0.206;240.780;2.600;2.000;0.000;0.000
1/3/2007;01:34:00;0.258;0.062;243.340;1.200;0.000;0.000;0.000
5/1/2010;01:17:00;0.484;0.252;244.990;2.200;0.000;1.000;1.000
10/8/2008;07:35:00;0.186;0.156;242.140;1.000;0.000;0.000;1.000
22/7/2008;13:33:00;0.402;0.060;239.050;2.000;0.000;0.000;0.000
11/8/2009;13:17:00;0.272;0.176;245.980;1.200;0.000;0.000;1.000
21/2/2009;16:16:00;0.406;0.218;241.270;1.800;0.000;2.000;0.000
25/5/2007;00:18:00;0.262;0.000;238.600;1.200;0.000;0.000;0.000
12/7/2010;19:11:00;0.524;0.280;244.800;3.000;3.000;1.000;0.000
6/3/2007;16:44:00;0.516;0.352;241.610;2.600;0.000;1.000;0.000
7/2/2008;20:16:00;3.802;0.288;235.400;16.600;0.000;1.000;17.000
6/4/2007;06:32:00;0.348;0.068;242.360;1.400;0.000;0.000;0.000
11/8/2007;12:20:00;1.192;0.076;234.550;5.000;0.000;0.000;17.000
6/3/2008;07:04:00;3.486;0.114;236.140;14.600;0.000;0.000;17.000
27/11/2007;05:03:00;0.402;0.212;242.670;1.800;0.000;1.000;0.000
16/3/2008;12:25:00;1.462;0.114;238.240;6.000;0.000;0.000;18.000
11/6/2007;20:35:00;0.198;0.132;243.890;1.000;0.000;2.000;0.000
11/11/2009;21:07:00;1.678;0.000;241.000;7.000;0.000;0.000;19.000
27/11/2007;09:14:00;1.762;0.066;240.020;7.200;0.000;2.000;17.000
10/6/2007;05:24:00;1.276;0.066;241.730;5.200;0.000;0.000;18.000
9/6/2009;06:05:00;0.300;0.106;242.860;1.400;0.000;2.000;0.000
1/7/2008;07:54:00;0.212;0.098;238.910;1.000;0.000;0.000;0.000
11/4/2009;15:16:00;1.436;0.108;242.710;5.800;0.000;0.000;19.000
12/8/2009;05:35:00;0.260;0.160;242.590;1.200;0.000;0.000;1.000
28/5/2009;21:54:00;2.012;0.076;236.230;8.400;0.000;0.000;18.000
4/8/2008;03:04:00;0.138;0.000;238.050;0.600;0.000;0.000;1.000
22/4/2008;05:08:00;0.376;0.126;241.670;1.600;0.000;1.000;1.000
11/2/2007;17:16:00;0.288;0.000;240.680;1.200;0.000;0.000;0.000
13/10/2010;17:46:00;2.024;0.198;241.650;8.400;0.000;0.000;29.000
24/3/2008;22:29:00;3.214;0.056;241.900;13.200;0.000;0.000;18.000
14/2/2008;10:17:00;1.350;0.082;236.750;5.600;0.000;1.000;18.000
11/1/2008;20:18:00;1.818;0.000;238.280;7.600;0.000;0.000;0.000
27/7/2008;16:54:00;0.924;0.084;239.030;3.800;0.000;0.000;12.000
17/4/2008;18:04:00;0.288;0.000;244.510;1.200;0.000;0.000;1.000
27/1/2010;04:50:00;0.374;0.132;244.590;1.600;0.000;0.000;1.000
6/10/2007;23:26:00;1.508;0.110;238.620;6.400;0.000;0.000;0.000
16/10/2008;18:17:00;0.390;0.088;238.670;1.600;0.000;0.000;1.000
13/7/2009;10:00:00;0.596;0.120;242.560;3.200;0.000;1.000;8.000
13/4/2009;13:46:00;0.594;0.082;242.960;2.600;0.000;0.000;1.000
3/10/2008;06:22:00;0.248;0.000;245.270;1.000;0.000;0.000;0.000
6/3/2009;18:33:00;1.404;0.076;238.740;5.800;0.000;0.000;18.000
10/1/2010;21:29:00;2.294;0.000;243.410;9.400;0.000;0.000;19.000
31/3/2010;20:00:00;1.472;0.198;243.510;6.600;0.000;0.000;1.000
8/1/2008;14:10:00;1.476;0.084;242.170;6.000;0.000;2.000;18.000
24/12/2007;05:54:00;0.234;0.000;250.280;1.000;0.000;0.000;0.000
4/8/2009;08:16:00;0.318;0.258;241.690;1.600;0.000;1.000;1.000
4/3/2008;07:30:00;0.512;0.000;242.100;2.000;0.000;0.000;0.000
8/7/2010;15:07:00;2.586;0.550;238.880;11.000;0.000;0.000;30.000
1/6/2008;21:04:00;2.650;0.188;240.290;11.000;0.000;0.000;29.000
31/1/2010;20:15:00;2.534;0.256;239.460;10.600;0.000;1.000;18.000
27/9/2009;11:41:00;0.282;0.114;239.910;1.200;0.000;0.000;1.000
6/2/2007;05:42:00;0.226;0.000;241.580;1.000;0.000;0.000;0.000
26/10/2010;12:31:00;1.586;0.256;245.060;6.600;0.000;1.000;19.000
22/7/2007;00:27:00;0.344;0.206;234.870;1.600;1.000;0.000;0.000
13/9/2010;23:25:00;0.264;0.000;245.210;1.200;0.000;0.000;0.000
13/9/2009;14:26:00;1.586;0.220;236.170;6.600;0.000;1.000;18.000
5/12/2009;07:22:00;2.546;0.062;240.840;10.600;0.000;0.000;19.000
18/12/2008;18:27:00;0.684;0.110;243.290;2.800;0.000;0.000;0.000
11/5/2009;10:26:00;1.432;0.096;240.640;5.800;0.000;0.000;18.000
24/3/2007;21:05:00;2.956;0.212;235.610;12.600;0.000;0.000;17.000
5/6/2008;07:23:00;2.226;0.132;230.390;9.600;0.000;0.000;17.000
17/1/2009;14:25:00;1.726;0.184;246.530;7.000;1.000;0.000;18.000
9/4/2008;23:47:00;0.252;0.000;243.670;1.000;0.000;0.000;0.000
7/7/2007;11:05:00;0.296;0.088;238.580;1.400;0.000;2.000;0.000
8/3/2009;16:00:00;1.398;0.000;244.550;5.600;1.000;0.000;18.000
2/6/2007;15:04:00;1.448;0.062;233.550;6.200;0.000;0.000;17.000
2/1/2010;12:48:00;0.358;0.148;245.400;1.600;0.000;0.000;1.000
28/3/2009;10:54:00;1.536;0.226;243.380;6.400;0.000;1.000;18.000
20/5/2007;14:31:00;0.414;0.192;238.530;1.800;0.000;0.000;0.000
8/3/2007;14:08:00;0.314;0.084;243.390;1.400;0.000;1.000;0.000
21/3/2009;17:17:00;4.122;0.394;236.100;17.400;38.000;0.000;17.000
5/9/2008;10:47:00;0.382;0.298;239.460;2.000;0.000;0.000;1.000
3/8/2007;11:45:00;1.196;0.000;231.550;5.000;1.000;0.000;17.000
14/10/2007;22:15:00;1.574;0.064;238.210;6.600;0.000;1.000;0.000
3/3/2009;16:17:00;1.350;0.062;242.880;5.400;0.000;0.000;18.000
13/9/2007;04:54:00;0.112;0.000;241.510;0.600;0.000;0.000;0.000
2/2/2008;14:17:00;2.016;0.266;245.140;8.200;1.000;0.000;19.000
29/9/2009;15:00:00;0.414;0.066;240.330;1.800;0.000;0.000;0.000
23/3/2007;20:48:00;3.852;0.000;235.530;16.200;37.000;0.000;17.000
18/12/2009;01:44:00;0.322;0.096;247.090;1.400;0.000;0.000;0.000
7/1/2007;01:56:00;0.350;0.188;243.730;1.600;0.000;0.000;0.000
26/10/2010;09:11:00;3.060;0.198;238.880;13.200;0.000;39.000;1.000
31/3/2010;23:57:00;0.442;0.224;244.580;2.000;0.000;1.000;1.000
18/3/2007;14:32:00;0.414;0.000;248.050;1.800;0.000;0.000;0.000
8/4/2010;15:00:00;0.420;0.236;245.490;1.800;0.000;2.000;1.000
20/10/2009;18:45:00;0.844;0.062;241.030;3.400;0.000;1.000;1.000
21/3/2009;07:23:00;1.342;0.000;244.350;5.400;0.000;0.000;18.000
9/10/2009;21:35:00;1.038;0.284;242.380;4.400;0.000;1.000;11.000
27/8/2009;12:54:00;0.250;0.148;241.090;1.200;0.000;0.000;0.000
11/12/2009;22:22:00;0.718;0.046;245.590;2.800;0.000;0.000;0.000
23/9/2010;07:48:00;2.100;0.000;238.820;8.800;0.000;1.000;18.000
18/5/2010;13:56:00;1.420;0.080;239.790;5.800;0.000;0.000;18.000
6/4/2010;02:09:00;0.404;0.256;246.120;1.800;0.000;1.000;1.000
25/7/2007;20:58:00;0.220;0.120;237.160;1.000;0.000;0.000;0.000
16/1/2007;19:14:00;1.812;0.126;239.850;7.600;0.000;0.000;0.000
1/9/2010;19:18:00;0.348;0.148;243.190;1.600;0.000;2.000;1.000
23/10/2009;04:57:00;0.238;0.000;244.400;1.000;0.000;0.000;1.000
24/9/2009;21:17:00;2.704;0.414;240.150;11.400;1.000;2.000;18.000
15/10/2009;14:44:00;0.222;0.048;240.800;0.800;0.000;0.000;0.000
22/5/2007;16:32:00;0.304;0.072;236.080;1.200;0.000;0.000;0.000
25/3/2007;07:04:00;2.364;0.068;239.090;9.800;0.000;0.000;0.000
8/10/2010;16:57:00;0.578;0.214;243.900;2.600;0.000;2.000;0.000
16/7/2009;19:40:00;0.254;0.114;241.610;1.000;0.000;0.000;0.000
10/9/2007;23:54:00;0.318;0.120;243.150;1.400;0.000;0.000;0.000
25/12/2008;23:41:00;0.312;0.106;245.940;1.200;0.000;0.000;0.000
7/7/2010;17:58:00;0.326;0.220;240.770;1.600;0.000;1.000;1.000
11/10/2009;07:01:00;0.332;0.124;243.690;1.400;0.000;0.000;0.000
4/8/2009;08:15:00;0.320;0.256;241.380;1.600;0.000;1.000;0.000
28/4/2009;14:53:00;2.604;0.050;241.310;10.800;39.000;0.000;1.000
21/2/2008;11:57:00;1.278;0.000;239.280;5.200;0.000;0.000;18.000
9/1/2010;18:41:00;2.912;0.190;238.950;12.200;0.000;3.000;18.000
15/2/2010;10:02:00;1.404;0.056;241.980;5.800;0.000;1.000;19.000
6/11/2009;19:14:00;0.762;0.000;239.570;3.200;0.000;0.000;0.000
18/6/2009;22:31:00;1.548;0.078;240.600;6.400;0.000;1.000;0.000
5/6/2010;00:05:00;0.850;0.000;243.680;3.600;0.000;0.000;1.000
9/11/2007;05:16:00;0.316;0.106;240.430;1.400;0.000;0.000;0.000
4/10/2009;03:33:00;0.742;0.266;244.880;3.400;0.000;0.000;9.000
24/8/2008;21:37:00;0.156;0.120;239.370;0.800;0.000;0.000;0.000
25/10/2007;02:52:00;0.298;0.106;245.230;1.200;0.000;2.000;0.000
17/4/2008;03:30:00;0.256;0.000;241.910;1.000;0.000;0.000;1.000
10/4/2008;03:14:00;0.256;0.000;244.500;1.000;0.000;0.000;1.000
5/11/2009;11:51:00;0.376;0.200;239.950;1.600;0.000;0.000;0.000
19/2/2007;10:28:00;1.482;0.164;233.930;6.400;0.000;2.000;17.000
9/5/2007;10:29:00;1.178;0.066;230.880;5.000;0.000;0.000;16.000
25/12/2007;21:55:00;3.802;0.136;240.880;15.800;0.000;0.000;0.000
26/2/2007;03:16:00;0.218;0.000;241.670;0.800;0.000;0.000;0.000
24/5/2008;09:22:00;1.392;0.234;241.440;5.800;0.000;0.000;18.000
4/7/2007;11:36:00;0.220;0.096;239.920;1.000;0.000;1.000;0.000
10/9/2009;05:13:00;0.216;0.092;243.000;1.000;0.000;0.000;0.000
22/11/2008;13:34:00;1.494;0.112;239.940;6.200;0.000;0.000;18.000
3/7/2007;05:34:00;0.174;0.000;240.400;0.800;0.000;0.000;0.000
16/4/2009;09:03:00;1.366;0.000;239.510;5.600;0.000;0.000;18.000
16/8/2009;08:07:00;0.222;0.122;242.070;1.000;0.000;0.000;0.000
4/7/2009;09:21:00;0.478;0.200;241.530;2.000;0.000;1.000;0.000
17/8/2007;17:54:00;0.178;0.108;242.290;0.800;0.000;0.000;0.000
19/1/2010;17:22:00;2.150;0.082;241.720;8.800;0.000;1.000;19.000
13/8/2008;19:15:00;0.178;0.158;243.420;0.800;0.000;0.000;0.000
21/7/2007;17:59:00;0.834;0.122;233.020;3.600;0.000;0.000;0.000
6/9/2008;05:41:00;0.270;0.166;240.930;1.200;0.000;1.000;1.000
2/6/2008;23:32:00;0.156;0.000;239.370;0.600;0.000;0.000;1.000
15/1/2007;18:19:00;2.548;0.116;235.650;10.800;0.000;0.000;17.000
22/3/2007;01:55:00;0.308;0.070;244.110;1.200;0.000;0.000;0.000
17/7/2010;04:50:00;0.352;0.240;241.170;1.800;0.000;2.000;0.000
1/10/2007;13:02:00;0.236;0.050;240.290;1.000;0.000;0.000;0.000
29/6/2008;17:50:00;0.218;0.108;239.550;1.000;0.000;2.000;1.000
23/7/2010;09:21:00;2.468;1.026;237.910;11.400;0.000;2.000;18.000
18/5/2007;11:08:00;0.256;0.076;234.550;1.200;0.000;0.000;0.000
5/5/2007;02:32:00;0.292;0.210;234.240;1.400;0.000;1.000;0.000
5/4/2008;06:34:00;0.218;0.000;242.900;0.800;0.000;0.000;0.000
7/11/2008;03:46:00;0.336;0.000;240.780;1.400;0.000;0.000;0.000
6/10/2010;04:41:00;0.244;0.058;242.990;1.000;0.000;0.000;1.000
7/1/2009;13:32:00;1.516;0.048;246.610;6.000;0.000;0.000;18.000
24/9/2009;13:36:00;0.388;0.114;241.690;1.600;0.000;0.000;1.000
28/8/2007;07:46:00;1.346;0.270;236.380;5.800;0.000;1.000;17.000
17/6/2007;23:03:00;0.386;0.000;240.010;1.600;0.000;0.000;0.000
26/2/2007;14:12:00;0.226;0.000;246.500;1.000;0.000;0.000;0.000
16/3/2008;15:47:00;0.550;0.232;243.590;2.600;0.000;1.000;0.000
15/1/2009;04:34:00;1.306;0.056;243.160;5.200;0.000;0.000;18.000
16/4/2008;17:30:00;1.334;0.000;241.060;5.400;0.000;0.000;18.000
2/7/2008;06:53:00;1.334;0.078;239.200;5.600;0.000;0.000;18.000
19/1/2009;14:56:00;0.222;0.000;246.540;1.000;0.000;0.000;0.000
12/11/2009;05:25:00;0.326;0.114;245.380;1.400;0.000;0.000;0.000
3/8/2007;05:05:00;0.102;0.000;235.820;0.400;0.000;0.000;0.000
8/5/2008;23:10:00;2.184;0.202;241.390;9.000;0.000;0.000;18.000
11/11/2009;04:36:00;0.442;0.274;247.430;2.000;0.000;2.000;1.000
9/5/2007;18:28:00;0.314;0.236;236.590;1.600;0.000;2.000;0.000
13/11/2007;23:37:00;0.362;0.118;247.510;1.600;0.000;0.000;0.000
31/3/2010;18:38:00;2.132;0.498;239.240;9.000;0.000;1.000;28.000
22/1/2009;05:09:00;0.366;0.056;246.730;1.600;0.000;0.000;0.000
29/10/2007;15:34:00;0.206;0.000;242.730;0.800;0.000;0.000;0.000
16/4/2008;22:31:00;1.044;0.000;242.210;4.200;0.000;0.000;1.000
8/6/2008;13:09:00;0.270;0.128;242.480;1.200;0.000;0.000;1.000
15/8/2007;21:32:00;0.202;0.138;240.750;1.000;0.000;0.000;0.000
3/5/2007;08:44:00;1.212;0.076;232.640;5.200;0.000;0.000;16.000
12/3/2008;05:16:00;0.316;0.106;241.880;1.400;0.000;0.000;0.000
27/7/2009;11:40:00;1.030;0.408;241.910;4.600;0.000;2.000;12.000
16/10/2007;20:00:00;1.730;0.236;236.400;7.400;0.000;1.000;0.000
10/7/2010;02:48:00;0.332;0.190;241.530;1.600;0.000;0.000;1.000
19/8/2007;20:26:00;3.764;0.220;234.450;16.000;0.000;35.000;17.000
1/12/2009;12:41:00;1.464;0.110;241.970;6.000;0.000;0.000;18.000
31/5/2007;08:50:00;0.380;0.172;235.610;1.800;0.000;0.000;0.000
23/6/2010;10:28:00;1.884;0.216;236.540;9.200;12.000;1.000;17.000
10/7/2007;08:52:00;1.292;0.104;240.500;5.400;0.000;0.000;18.000
23/4/2007;13:53:00;0.316;0.186;237.370;1.400;0.000;0.000;0.000
1/9/2007;04:51:00;0.202;0.112;239.380;1.000;0.000;2.000;0.000
25/11/2009;16:49:00;2.444;0.000;241.300;10.000;0.000;17.000;0.000
3/5/2009;22:25:00;1.634;0.000;241.310;6.600;0.000;0.000;18.000
14/6/2009;08:01:00;?;?;?;?;?;?;
19/9/2007;18:27:00;1.166;0.168;240.920;5.400;0.000;0.000;13.000
16/4/2007;05:38:00;0.212;0.092;240.250;1.200;0.000;0.000;0.000
6/2/2007;19:59:00;1.492;0.090;238.280;6.200;0.000;0.000;0.000
25/7/2008;00:36:00;0.332;0.240;241.820;1.600;0.000;1.000;0.000
11/9/2009;04:39:00;0.336;0.234;243.200;1.600;0.000;1.000;1.000
20/1/2007;15:15:00;3.758;0.218;239.130;15.600;38.000;0.000;18.000
28/5/2008;05:58:00;0.160;0.000;241.810;0.600;0.000;0.000;1.000
14/5/2009;09:05:00;1.278;0.000;238.670;5.200;0.000;0.000;18.000
28/10/2008;21:48:00;2.752;0.000;238.590;11.400;1.000;0.000;17.000
18/12/2007;08:42:00;1.432;0.000;241.220;5.800;1.000;0.000;18.000
14/1/2007;19:59:00;2.638;0.140;234.590;11.200;0.000;0.000;17.000
13/10/2007;21:04:00;2.058;0.000;240.120;8.600;0.000;0.000;18.000
27/4/2010;03:45:00;0.776;0.000;242.210;3.200;0.000;0.000;0.000
8/8/2010;10:13:00;0.238;0.108;240.550;1.000;0.000;2.000;0.000
17/12/2006;07:14:00;2.206;0.086;240.970;9.400;0.000;1.000;0.000
17/8/2007;07:00:00;3.502;0.150;236.410;14.800;0.000;0.000;17.000
28/4/2010;21:26:00;0.404;0.156;242.550;1.800;0.000;1.000;1.000
7/4/2008;18:10:00;0.386;0.142;246.000;1.600;0.000;0.000;0.000
10/1/2010;03:42:00;0.410;0.212;245.860;1.800;0.000;0.000;1.000
22/8/2007;10:45:00;0.190;0.088;241.150;1.000;0.000;0.000;0.000
10/8/2010;23:20:00;0.810;0.210;241.590;3.400;0.000;0.000;11.000
19/8/2010;12:47:00;?;?;?;?;?;?;
30/7/2009;10:47:00;0.348;0.254;244.810;1.800;0.000;1.000;0.000
13/9/2010;04:11:00;0.146;0.000;242.550;0.600;0.000;0.000;0.000
12/4/2007;20:13:00;0.216;0.000;240.960;0.800;0.000;0.000;0.000
7/1/2008;06:44:00;0.454;0.000;242.700;1.800;0.000;0.000;0.000
20/8/2008;09:14:00;0.172;0.144;241.810;0.800;0.000;2.000;1.000
20/12/2007;12:49:00;1.702;0.000;241.730;7.000;0.000;0.000;18.000
21/4/2009;05:44:00;1.382;0.094;240.870;5.600;0.000;1.000;1.000
26/2/2009;13:10:00;0.366;0.198;241.000;1.600;0.000;1.000;0.000
28/10/2007;07:17:00;0.204;0.000;240.650;0.800;0.000;0.000;0.000
29/5/2008;15:27:00;0.162;0.000;235.090;0.600;0.000;0.000;1.000
30/12/2006;00:35:00;0.418;0.080;239.810;1.800;0.000;4.000;0.000
31/5/2008;00:42:00;0.158;0.000;242.680;0.600;0.000;0.000;0.000
8/5/2009;09:26:00;1.396;0.064;241.270;5.800;0.000;0.000;18.000
27/8/2007;09:27:00;1.314;0.238;236.720;5.600;0.000;1.000;17.000
4/4/2007;09:17:00;1.330;0.000;241.900;5.400;0.000;0.000;18.000
17/1/2010;20:41:00;2.438;0.442;240.490;10.200;2.000;1.000;19.000
8/12/2007;19:15:00;3.004;0.066;234.010;12.800;0.000;1.000;17.000
12/4/2007;14:51:00;0.390;0.226;238.370;1.800;0.000;1.000;0.000
24/8/2007;21:27:00;1.570;0.388;239.210;6.800;0.000;1.000;0.000
7/1/2007;02:43:00;0.430;0.326;247.670;2.200;0.000;0.000;0.000
9/5/2010;09:31:00;0.404;0.184;238.640;1.800;0.000;0.000;1.000
14/2/2009;10:21:00;1.262;0.078;239.370;5.200;0.000;0.000;18.000
1/4/2008;13:21:00;1.720;0.128;239.630;7.200;0.000;2.000;17.000
10/8/2008;16:55:00;0.166;0.140;240.750;0.800;0.000;2.000;1.000
4/7/2008;06:50:00;1.854;0.198;237.820;7.800;0.000;0.000;26.000
16/1/2009;08:49:00;1.928;0.292;240.870;8.000;0.000;1.000;18.000
27/10/2008;00:05:00;0.308;0.082;243.050;1.200;0.000;0.000;0.000
20/9/2010;11:32:00;0.358;0.184;244.100;1.600;0.000;1.000;0.000
13/4/2008;21:51:00;2.626;0.000;238.410;11.000;1.000;0.000;18.000
24/12/2008;21:51:00;0.378;0.052;244.420;1.600;0.000;0.000;0.000
24/4/2009;10:32:00;1.450;0.110;239.650;6.000;0.000;1.000;18.000
14/3/2009;09:19:00;1.472;0.112;241.880;6.000;1.000;1.000;18.000
20/6/2007;20:56:00;1.946;0.350;240.550;8.200;1.000;2.000;18.000
13/4/2007;05:12:00;0.380;0.214;239.330;1.800;0.000;0.000;0.000
9/5/2009;14:15:00;1.206;0.000;239.460;6.600;11.000;0.000;1.000
15/6/2009;11:01:00;0.316;0.232;238.620;1.600;0.000;1.000;0.000
28/10/2007;07:07:00;0.204;0.000;240.830;0.800;0.000;0.000;0.000
10/2/2007;22:37:00;4.330;0.094;239.400;18.000;0.000;0.000;18.000
5/2/2009;19:00:00;2.080;0.052;238.090;8.600;0.000;1.000;18.000
4/6/2010;08:50:00;1.452;0.000;238.060;6.200;1.000;0.000;22.000
7/3/2007;06:21:00;1.496;0.052;243.090;6.000;0.000;0.000;18.000
11/10/2009;01:26:00;0.470;0.344;241.740;2.400;0.000;1.000;0.000
18/1/2010;18:29:00;2.550;0.086;241.110;10.600;0.000;0.000;18.000
